,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
70,"[[10.852031283121217, 49.15840933091606], [10.852062556080236, 49.15840166022919]]","LINESTRING (10.852031283121217 49.15840933091606, 10.852062556080236 49.15840166022919)",1,Line to 1472,NYY 4x70 SE,33,34,0.002435615790961,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
71,"[[10.851794057171036, 49.15846751775624], [10.852031283121217, 49.15840933091606]]","LINESTRING (10.851794057171036 49.15846751775624, 10.852031283121217 49.15840933091606)",1,Line to 2096,NYY 4x70 SE,28,33,0.018475722083287,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
72,"[[10.849001999999999, 49.1588855966762], [10.849001999999999, 49.1588905966762], [10.84902110077643, 49.15876481136619], [10.849302728788674, 49.15878318612032], [10.849404451738543, 49.15878982283319], [10.849599341962664, 49.15880253779795], [10.849827100000006, 49.15881739667619], [10.85000044800363, 49.158806248642726], [10.850016093684184, 49.15880524245349], [10.85027883485659, 49.15877818538349], [10.850506453314239, 49.158723904144196], [10.850516201012228, 49.15872157955204], [10.850746619060269, 49.158666630063664], [10.850794690825134, 49.15865516596084], [10.85089128132095, 49.15863213108472], [10.851067756953091, 49.15859004495174], [10.851138670057288, 49.15857313340608], [10.851268750916086, 49.158549280603246], [10.851457099999996, 49.15852159667615], [10.8515801, 49.15851999667611], [10.851794057171036, 49.15846751775624]]","LINESTRING (10.849001999999999 49.1588855966762, 10.849001999999999 49.1588905966762, 10.84902110077643 49.15876481136619, 10.849302728788674 49.15878318612032, 10.849404451738543 49.15878982283319, 10.849599341962664 49.15880253779795, 10.849827100000006 49.15881739667619, 10.85000044800363 49.158806248642726, 10.850016093684184 49.15880524245349, 10.85027883485659 49.15877818538349, 10.850506453314239 49.158723904144196, 10.850516201012228 49.15872157955204, 10.850746619060269 49.158666630063664, 10.850794690825134 49.15865516596084, 10.85089128132095 49.15863213108472, 10.851067756953091 49.15859004495174, 10.851138670057288 49.15857313340608, 10.851268750916086 49.158549280603246, 10.851457099999996 49.15852159667615, 10.8515801 49.15851999667611, 10.851794057171036 49.15846751775624)",1,Line to 1474,NYY 4x70 SE,0,28,0.222848838047372,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
73,"[[10.851332961496004, 49.15816250136441], [10.851571992358732, 49.1581267905319]]","LINESTRING (10.851332961496004 49.15816250136441, 10.851571992358732 49.1581267905319)",1,Line to 1320,NYY 4x16 SE,32,66,0.018391631077465,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
74,"[[10.851417006337254, 49.15840517648605], [10.851332249936855, 49.158407140011406]]","LINESTRING (10.851417006337254 49.15840517648605, 10.851332249936855 49.158407140011406)",1,Line to 1322,NYY 4x16 SE,27,67,0.005613615485465,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
75,"[[10.851260860160266, 49.15785663997607], [10.851132757121668, 49.15785416673178]]","LINESTRING (10.851260860160266 49.15785663997607, 10.851132757121668 49.15785416673178)",1,Line to 1479,NYY 4x16 SE,47,77,0.008656939111763,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
76,"[[10.851332961496004, 49.15816250136441], [10.851260860160266, 49.15785663997607]]","LINESTRING (10.851332961496004 49.15816250136441, 10.851260860160266 49.15785663997607)",1,Line to 1480,NYY 4x35 SE,32,47,0.034415278788879,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
77,"[[10.851417006337254, 49.15840517648605], [10.851332961496004, 49.15816250136441]]","LINESTRING (10.851417006337254 49.15840517648605, 10.851332961496004 49.15816250136441)",1,Line to 1321,NYY 4x35 SE,27,32,0.027685776890671,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
78,"[[10.849006999999999, 49.1588855966762], [10.849006999999999, 49.1588955966762], [10.84902610077643, 49.15876981136619], [10.849307728788673, 49.15878818612032], [10.849409451738543, 49.158794822833194], [10.849604341962664, 49.158807537797955], [10.849832100000006, 49.15882239667619], [10.85000544800363, 49.15881124864273], [10.850021093684184, 49.15881024245349], [10.85028383485659, 49.15878318538349], [10.850511453314239, 49.1587289041442], [10.850521201012228, 49.15872657955204], [10.850751619060269, 49.158671630063665], [10.850799690825134, 49.15866016596084], [10.85089628132095, 49.158637131084724], [10.85107275695309, 49.15859504495174], [10.851143670057288, 49.15857813340608], [10.851273750916086, 49.15855428060325], [10.851462099999996, 49.158526596676154], [10.851417006337254, 49.15840517648605]]","LINESTRING (10.849006999999999 49.1588855966762, 10.849006999999999 49.1588955966762, 10.84902610077643 49.15876981136619, 10.849307728788673 49.15878818612032, 10.849409451738543 49.158794822833194, 10.849604341962664 49.158807537797955, 10.849832100000006 49.15882239667619, 10.85000544800363 49.15881124864273, 10.850021093684184 49.15881024245349, 10.85028383485659 49.15878318538349, 10.850511453314239 49.1587289041442, 10.850521201012228 49.15872657955204, 10.850751619060269 49.158671630063665, 10.850799690825134 49.15866016596084, 10.85089628132095 49.158637131084724, 10.85107275695309 49.15859504495174, 10.851143670057288 49.15857813340608, 10.851273750916086 49.15855428060325, 10.851462099999996 49.158526596676154, 10.851417006337254 49.15840517648605)",1,Line to 1323,NYY 4x35 SE,0,27,0.211105876394268,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
79,"[[10.849817372425456, 49.15923076139738], [10.850013924426337, 49.15922018706189]]","LINESTRING (10.849817372425456 49.15923076139738, 10.850013924426337 49.15922018706189)",1,Line to 1278,NYY 4x16 SE,11,56,0.015441939547096,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
80,"[[10.84982992364371, 49.1589741305184], [10.849663567676782, 49.15895596390774]]","LINESTRING (10.84982992364371 49.1589741305184, 10.849663567676782 49.15895596390774)",1,Line to 1326,NYY 4x16 SE,9,69,0.011048074406687,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
81,"[[10.849971561574081, 49.160533444811165], [10.850115850001115, 49.16049404004262]]","LINESTRING (10.849971561574081 49.160533444811165, 10.850115850001115 49.16049404004262)",1,Line to 1335,NYY 4x16 SE,42,70,0.011932792597828,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
82,"[[10.849829152936227, 49.159762782366485], [10.850002218591076, 49.159742210878775]]","LINESTRING (10.849829152936227 49.159762782366485, 10.850002218591076 49.159742210878775)",1,Line to 1460,NYY 4x16 SE,23,72,0.013734225890671,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
83,"[[10.849821962674353, 49.159657800861225], [10.8501959499052, 49.15963127667759]]","LINESTRING (10.849821962674353 49.159657800861225, 10.8501959499052 49.15963127667759)",1,Line to 1462,NYY 4x16 SE,19,73,0.028407369283398,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
84,"[[10.849811594227916, 49.15950641538485], [10.849534351432585, 49.15949918385717]]","LINESTRING (10.849811594227916 49.15950641538485, 10.849534351432585 49.15949918385717)",1,Line to 1550,NYY 4x16 SE,17,86,0.019151394590148,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
85,"[[10.849813372510834, 49.15931254589875], [10.849235242591536, 49.15928576328216]]","LINESTRING (10.849813372510834 49.15931254589875, 10.849235242591536 49.15928576328216)",1,Line to 1834,NYY 4x16 SE,14,98,0.041104818877352,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
86,"[[10.849829152936227, 49.159762782366485], [10.8498898, 49.160303496676654], [10.849971561574081, 49.160533444811165]]","LINESTRING (10.849829152936227 49.159762782366485, 10.8498898 49.160303496676654, 10.849971561574081 49.160533444811165)",1,Line to 1336,NYY 4x35 SE,23,42,0.086561792289254,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
87,"[[10.849821962674353, 49.159657800861225], [10.849829152936227, 49.159762782366485]]","LINESTRING (10.849821962674353 49.159657800861225, 10.849829152936227 49.159762782366485)",1,Line to 1461,NYY 4x35 SE,19,23,0.01168433989973,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
88,"[[10.849811594227916, 49.15950641538485], [10.849821962674353, 49.159657800861225]]","LINESTRING (10.849811594227916 49.15950641538485, 10.849821962674353 49.159657800861225)",1,Line to 1463,NYY 4x35 SE,17,19,0.016849056060692,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
89,"[[10.849813372510834, 49.15931254589875], [10.849811594227916, 49.15950641538485]]","LINESTRING (10.849813372510834 49.15931254589875, 10.849811594227916 49.15950641538485)",1,Line to 1551,NYY 4x35 SE,14,17,0.021570203590319,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
90,"[[10.849817372425456, 49.15923076139738], [10.849813372510834, 49.15931254589875]]","LINESTRING (10.849817372425456 49.15923076139738, 10.849813372510834 49.15931254589875)",1,Line to 1835,NYY 4x35 SE,11,14,0.009097891906974,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
91,"[[10.84982992364371, 49.1589741305184], [10.849817372425456, 49.15923076139738]]","LINESTRING (10.84982992364371 49.1589741305184, 10.849817372425456 49.15923076139738)",1,Line to 1279,NYY 4x35 SE,9,11,0.028548194381476,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
92,"[[10.849011999999998, 49.1588855966762], [10.849011999999998, 49.1589005966762], [10.849031100776429, 49.158774811366186], [10.849312728788673, 49.15879318612031], [10.849414451738543, 49.15879982283319], [10.849609341962664, 49.15881253779795], [10.849837100000006, 49.15882739667619], [10.84982992364371, 49.1589741305184]]","LINESTRING (10.849011999999998 49.1588855966762, 10.849011999999998 49.1589005966762, 10.849031100776429 49.158774811366186, 10.849312728788673 49.15879318612031, 10.849414451738543 49.15879982283319, 10.849609341962664 49.15881253779795, 10.849837100000006 49.15882739667619, 10.84982992364371 49.1589741305184)",1,Line to 1327,NYY 4x35 SE,0,9,0.089471685872807,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
93,"[[10.851294904635784, 49.157971821315876], [10.851017234190456, 49.15797842351573]]","LINESTRING (10.851294904635784 49.157971821315876, 10.851017234190456 49.15797842351573)",1,Line to 1481,NYY 4x16 SE,41,78,0.019029744168807,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
94,"[[10.851349436347741, 49.15819953948748], [10.851138099962157, 49.158199293343586]]","LINESTRING (10.851349436347741 49.15819953948748, 10.851138099962157 49.158199293343586)",1,Line to 1483,NYY 4x16 SE,31,79,0.014130710791748,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
95,"[[10.851349436347741, 49.15819953948748], [10.851294904635784, 49.157971821315876]]","LINESTRING (10.851349436347741 49.15819953948748, 10.851294904635784 49.157971821315876)",1,Line to 1482,NYY 4x35 SE,31,41,0.025630501876751,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
96,"[[10.849016999999998, 49.1588855966762], [10.849016999999998, 49.1589055966762], [10.849036100776429, 49.15877981136619], [10.849317728788673, 49.158798186120315], [10.849419451738543, 49.15880482283319], [10.849614341962663, 49.15881753779795], [10.849842100000005, 49.15883239667619], [10.85001544800363, 49.158821248642724], [10.850031093684184, 49.15882024245349], [10.85029383485659, 49.15879318538349], [10.850521453314238, 49.158738904144194], [10.850531201012227, 49.158736579552034], [10.850761619060268, 49.15868163006366], [10.850809690825134, 49.158670165960835], [10.850906281320949, 49.15864713108472], [10.85108275695309, 49.158605044951734], [10.851153670057288, 49.15858813340608], [10.851283750916085, 49.158564280603244], [10.851472099999995, 49.15853659667615], [10.851349436347741, 49.15819953948748]]","LINESTRING (10.849016999999998 49.1588855966762, 10.849016999999998 49.1589055966762, 10.849036100776429 49.15877981136619, 10.849317728788673 49.158798186120315, 10.849419451738543 49.15880482283319, 10.849614341962663 49.15881753779795, 10.849842100000005 49.15883239667619, 10.85001544800363 49.158821248642724, 10.850031093684184 49.15882024245349, 10.85029383485659 49.15879318538349, 10.850521453314238 49.158738904144194, 10.850531201012227 49.158736579552034, 10.850761619060268 49.15868163006366, 10.850809690825134 49.158670165960835, 10.850906281320949 49.15864713108472, 10.85108275695309 49.158605044951734, 10.851153670057288 49.15858813340608, 10.851283750916085 49.158564280603244, 10.851472099999995 49.15853659667615, 10.851349436347741 49.15819953948748)",1,Line to 1484,NYY 4x35 SE,0,31,0.235748414701033,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
97,"[[10.848910189475863, 49.15967784029261], [10.849176284073668, 49.15964885635726]]","LINESTRING (10.848910189475863 49.15967784029261, 10.849176284073668 49.15964885635726)",1,Line to 1614,NYY 4x16 SE,26,87,0.021241447993016,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
98,"[[10.849022, 49.1588855966762], [10.849022, 49.1589105966762], [10.84904110077643, 49.15878481136619], [10.848229900000003, 49.15876209667618], [10.848910189475863, 49.15967784029261]]","LINESTRING (10.849022 49.1588855966762, 10.849022 49.1589105966762, 10.84904110077643 49.15878481136619, 10.848229900000003 49.15876209667618, 10.848910189475863 49.15967784029261)",1,Line to 1615,NYY 4x16 SE,0,26,0.20960403752762,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
99,"[[10.846674453605221, 49.15853578420266], [10.846706099992325, 49.158416593373325]]","LINESTRING (10.846674453605221 49.15853578420266, 10.846706099992325 49.158416593373325)",1,Line to 1490,NYY 4x16 SE,25,83,0.01088812494349,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
100,"[[10.849027, 49.1588855966762], [10.849027, 49.1589155966762], [10.84904610077643, 49.15878981136619], [10.848234900000003, 49.15876709667618], [10.847774199999996, 49.15875989667619], [10.846674453605221, 49.15853578420266]]","LINESTRING (10.849027 49.1588855966762, 10.849027 49.1589155966762, 10.84904610077643 49.15878981136619, 10.848234900000003 49.15876709667618, 10.847774199999996 49.15875989667619, 10.846674453605221 49.15853578420266)",1,Line to 1491,NYY 4x16 SE,0,25,0.191462726993516,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
101,"[[10.847784720440178, 49.15938989838881], [10.847978073290626, 49.15935867433647]]","LINESTRING (10.847784720440178 49.15938989838881, 10.847978073290626 49.15935867433647)",1,Line to 1493,NYY 4x16 SE,22,84,0.016665048420545,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
102,"[[10.849032, 49.1588855966762], [10.849032, 49.1589205966762], [10.84905110077643, 49.158794811366185], [10.848239900000003, 49.158772096676174], [10.847779199999996, 49.15876489667618], [10.847784720440178, 49.15938989838881]]","LINESTRING (10.849032 49.1588855966762, 10.849032 49.1589205966762, 10.84905110077643 49.158794811366185, 10.848239900000003 49.158772096676174, 10.847779199999996 49.15876489667618, 10.847784720440178 49.15938989838881)",1,Line to 1494,NYY 4x16 SE,0,22,0.176463424406244,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
0,"[[10.881659442438824, 49.14445198706965], [10.881566123110275, 49.14455338783918]]","LINESTRING (10.881659442438824 49.14445198706965, 10.881566123110275 49.14455338783918)",2,Line to 769,NYY 4x16 SE,43,80,0.013170236569309,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
1,"[[10.881005633749869, 49.14442575450863], [10.881194899952046, 49.14479814401109]]","LINESTRING (10.881005633749869 49.14442575450863, 10.881194899952046 49.14479814401109)",2,Line to 771,NYY 4x16 SE,31,81,0.043650130407427,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
2,"[[10.881576764410752, 49.14441921459508], [10.881366497818277, 49.14464768912665]]","LINESTRING (10.881576764410752 49.14441921459508, 10.881366497818277 49.14464768912665)",2,Line to 773,NYY 4x16 SE,39,82,0.02967499310733,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
3,"[[10.880385418496957, 49.14476605662653], [10.880179754548795, 49.144762793202595]]","LINESTRING (10.880385418496957 49.14476605662653, 10.880179754548795 49.144762793202595)",2,Line to 786,NYY 4x16 SE,15,88,0.015013287767892,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
4,"[[10.880372168868202, 49.145122604887334], [10.880163350722993, 49.14511929141226]]","LINESTRING (10.880372168868202 49.145122604887334, 10.880163350722993 49.14511929141226)",2,Line to 790,NYY 4x16 SE,5,90,0.015243431008321,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
5,"[[10.882259356471721, 49.14420314284344], [10.882213535172902, 49.14401583583952]]","LINESTRING (10.882259356471721 49.14420314284344, 10.882213535172902 49.14401583583952)",2,Line to 1899,NYY 4x16 SE,65,108,0.021093245762222,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
6,"[[10.880823745797631, 49.14446560317892], [10.880923800357953, 49.1446624670736]]","LINESTRING (10.880823745797631 49.14446560317892, 10.880923800357953 49.1446624670736)",2,Line to 2005,NYY 4x16 SE,28,115,0.023075638776095,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
7,"[[10.880619430406275, 49.144510364905024], [10.880719961772163, 49.1447081685564]]","LINESTRING (10.880619430406275 49.144510364905024, 10.880719961772163 49.1447081685564)",2,Line to 2007,NYY 4x16 SE,25,116,0.023185772323098,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
8,"[[10.88038370211264, 49.14481224488326], [10.880718291915732, 49.144817553263]]","LINESTRING (10.88038370211264 49.14481224488326, 10.880718291915732 49.144817553263)",2,Line to 2009,NYY 4x16 SE,14,117,0.024424734711345,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
9,"[[10.880387213021494, 49.14469191286232], [10.880506899903502, 49.14466884336688]]","LINESTRING (10.880387213021494 49.14469191286232, 10.880506899903502 49.14466884336688)",2,Line to 2011,NYY 4x16 SE,18,118,0.009102754458301,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
10,"[[10.880382962536096, 49.144832147017354], [10.880937318336484, 49.144840941514445]]","LINESTRING (10.880382962536096 49.144832147017354, 10.880937318336484 49.144840941514445)",2,Line to 2013,NYY 4x16 SE,12,119,0.040467422383558,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
11,"[[10.880887611687749, 49.144451611249714], [10.88094082822259, 49.144556318208174]]","LINESTRING (10.880887611687749 49.144451611249714, 10.88094082822259 49.144556318208174)",2,Line to 2015,NYY 4x16 SE,29,120,0.012273354359173,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
12,"[[10.880380316504247, 49.144903352080384], [10.880640138841743, 49.14490747433528]]","LINESTRING (10.880380316504247 49.144903352080384, 10.880640138841743 49.14490747433528)",2,Line to 2017,NYY 4x16 SE,11,121,0.018966746812889,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
13,"[[10.880344881181308, 49.14457051285178], [10.880278631335468, 49.14444015851841]]","LINESTRING (10.880344881181308 49.14457051285178, 10.880278631335468 49.14444015851841)",2,Line to 2019,NYY 4x16 SE,19,122,0.015279600858579,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
14,"[[10.880379485989504, 49.14492570130316], [10.880473977654978, 49.14492720054621]]","LINESTRING (10.880379485989504 49.14492570130316, 10.880473977654978 49.14492720054621)",2,Line to 2217,NYY 4x16 SE,10,128,0.006897785610936,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
15,"[[10.881659442438824, 49.14445198706965], [10.881862299999996, 49.14453239667222], [10.882259356471721, 49.14420314284344]]","LINESTRING (10.881659442438824 49.14445198706965, 10.881862299999996 49.14453239667222, 10.882259356471721 49.14420314284344)",2,Line to 1900,NYY 4x70 SE,43,65,0.067623272415781,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
