,x,y,coords,geometry,net,name,vn_kv,type,zone,in_service,min_vm_pu,max_vm_pu,consumer_bus,plz
0,10.874476000000001,49.139124696670784,,POINT (10.874476000000001 49.139124696670784),0,LVbus 1,0.4,n,,True,0.95,1.05,False,91720
1,10.874476000000001,49.13927469667078,,POINT (10.874476000000001 49.13927469667078),0,MVbus 1,20.0,n,,True,0.95,1.05,False,91720
2,10.874476000000001,49.139124696670784,,POINT (10.874476000000001 49.139124696670784),0,Connection Nodebus 2250,0.4,n,,True,0.95,1.05,False,91720
3,10.874554683289503,49.139123963556415,,POINT (10.874554683289503 49.139123963556415),0,Connection Nodebus 2251,0.4,n,,True,0.95,1.05,False,91720
4,10.872973145775232,49.13891161333834,,POINT (10.872973145775232 49.13891161333834),0,Connection Nodebus 612,0.4,n,,True,0.95,1.05,False,91720
5,10.87430489824844,49.137130862935734,,POINT (10.87430489824844 49.137130862935734),0,Connection Nodebus 1401,0.4,n,,True,0.95,1.05,False,91720
6,10.874656989022908,49.13710341201631,,POINT (10.874656989022908 49.13710341201631),0,Connection Nodebus 1407,0.4,n,,True,0.95,1.05,False,91720
7,10.873337367039806,49.138333374210475,,POINT (10.873337367039806 49.138333374210475),0,Connection Nodebus 1525,0.4,n,,True,0.95,1.05,False,91720
8,10.873829300000004,49.138692296670655,,POINT (10.873829300000004 49.138692296670655),0,Connection Nodebus 1415,0.4,n,,True,0.95,1.05,False,91720
9,10.874144899999997,49.137129396670204,,POINT (10.874144899999997 49.137129396670204),0,Connection Nodebus 1438,0.4,n,,True,0.95,1.05,False,91720
10,10.874066799999998,49.137260196670255,,POINT (10.874066799999998 49.137260196670255),0,Connection Nodebus 1433,0.4,n,,True,0.95,1.05,False,91720
11,10.872855150014743,49.138975143356376,,POINT (10.872855150014743 49.138975143356376),0,Consumer Nodebus 611,0.4,n,SFH,True,0.95,1.05,True,91720
12,10.874303728877766,49.137185018534325,,POINT (10.874303728877766 49.137185018534325),0,Consumer Nodebus 1400,0.4,n,SFH,True,0.95,1.05,True,91720
13,10.874648010125084,49.13714027105641,,POINT (10.874648010125084 49.13714027105641),0,Consumer Nodebus 1406,0.4,n,SFH,True,0.95,1.05,True,91720
14,10.873761649993863,49.13874019337274,,POINT (10.873761649993863 49.13874019337274),0,Consumer Nodebus 1414,0.4,n,SFH,True,0.95,1.05,True,91720
15,10.873925667026102,49.13730509414484,,POINT (10.873925667026102 49.13730509414484),0,Consumer Nodebus 1432,0.4,n,SFH,True,0.95,1.05,True,91720
16,10.874088424941663,49.13707963918224,,POINT (10.874088424941663 49.13707963918224),0,Consumer Nodebus 1437,0.4,n,SFH,True,0.95,1.05,True,91720
17,10.873479173237062,49.13842922770639,,POINT (10.873479173237062 49.13842922770639),0,Consumer Nodebus 1524,0.4,n,SFH,True,0.95,1.05,True,91720
0,10.848996999999999,49.1588855966762,,POINT (10.848996999999999 49.1588855966762),1,LVbus 1,0.4,n,,True,0.95,1.05,False,91720
1,10.848996999999999,49.1590355966762,,POINT (10.848996999999999 49.1590355966762),1,MVbus 1,20.0,n,,True,0.95,1.05,False,91720
2,10.848996999999999,49.1588855966762,,POINT (10.848996999999999 49.1588855966762),1,Connection Nodebus 2248,0.4,n,,True,0.95,1.05,False,91720
3,10.84901610077643,49.15875981136619,,POINT (10.84901610077643 49.15875981136619),1,Connection Nodebus 2249,0.4,n,,True,0.95,1.05,False,91720
4,10.849297728788674,49.158778186120315,,POINT (10.849297728788674 49.158778186120315),1,Connection Nodebus 1739,0.4,n,,True,0.95,1.05,False,91720
5,10.849399451738543,49.15878482283319,,POINT (10.849399451738543 49.15878482283319),1,Connection Nodebus 1325,0.4,n,,True,0.95,1.05,False,91720
6,10.849594341962664,49.15879753779795,,POINT (10.849594341962664 49.15879753779795),1,Connection Nodebus 1652,0.4,n,,True,0.95,1.05,False,91720
7,10.84999544800363,49.158801248642725,,POINT (10.84999544800363 49.158801248642725),1,Connection Nodebus 1656,0.4,n,,True,0.95,1.05,False,91720
8,10.850011093684184,49.15880024245349,,POINT (10.850011093684184 49.15880024245349),1,Connection Nodebus 1624,0.4,n,,True,0.95,1.05,False,91720
9,10.84982992364371,49.1589741305184,,POINT (10.84982992364371 49.1589741305184),1,Connection Nodebus 1327,0.4,n,,True,0.95,1.05,False,91720
10,10.85027383485659,49.15877318538349,,POINT (10.85027383485659 49.15877318538349),1,Connection Nodebus 1281,0.4,n,,True,0.95,1.05,False,91720
11,10.849817372425456,49.15923076139738,,POINT (10.849817372425456 49.15923076139738),1,Connection Nodebus 1279,0.4,n,,True,0.95,1.05,False,91720
12,10.850501453314239,49.158718904144195,,POINT (10.850501453314239 49.158718904144195),1,Connection Nodebus 1488,0.4,n,,True,0.95,1.05,False,91720
13,10.850511201012228,49.158716579552035,,POINT (10.850511201012228 49.158716579552035),1,Connection Nodebus 1283,0.4,n,,True,0.95,1.05,False,91720
14,10.849813372510834,49.15931254589875,,POINT (10.849813372510834 49.15931254589875),1,Connection Nodebus 1835,0.4,n,,True,0.95,1.05,False,91720
15,10.850741619060269,49.15866163006366,,POINT (10.850741619060269 49.15866163006366),1,Connection Nodebus 6,0.4,n,,True,0.95,1.05,False,91720
16,10.850789690825135,49.158650165960836,,POINT (10.850789690825135 49.158650165960836),1,Connection Nodebus 1486,0.4,n,,True,0.95,1.05,False,91720
17,10.849811594227916,49.15950641538485,,POINT (10.849811594227916 49.15950641538485),1,Connection Nodebus 1551,0.4,n,,True,0.95,1.05,False,91720
18,10.85088628132095,49.15862713108472,,POINT (10.85088628132095 49.15862713108472),1,Connection Nodebus 1285,0.4,n,,True,0.95,1.05,False,91720
19,10.849821962674353,49.159657800861225,,POINT (10.849821962674353 49.159657800861225),1,Connection Nodebus 1463,0.4,n,,True,0.95,1.05,False,91720
20,10.851062756953091,49.158585044951735,,POINT (10.851062756953091 49.158585044951735),1,Connection Nodebus 1648,0.4,n,,True,0.95,1.05,False,91720
21,10.851133670057289,49.15856813340608,,POINT (10.851133670057289 49.15856813340608),1,Connection Nodebus 1871,0.4,n,,True,0.95,1.05,False,91720
22,10.847784720440178,49.15938989838881,,POINT (10.847784720440178 49.15938989838881),1,Connection Nodebus 1494,0.4,n,,True,0.95,1.05,False,91720
23,10.849829152936227,49.159762782366485,,POINT (10.849829152936227 49.159762782366485),1,Connection Nodebus 1461,0.4,n,,True,0.95,1.05,False,91720
24,10.851263750916086,49.158544280603245,,POINT (10.851263750916086 49.158544280603245),1,Connection Nodebus 1287,0.4,n,,True,0.95,1.05,False,91720
25,10.846674453605221,49.15853578420266,,POINT (10.846674453605221 49.15853578420266),1,Connection Nodebus 1491,0.4,n,,True,0.95,1.05,False,91720
26,10.848910189475863,49.15967784029261,,POINT (10.848910189475863 49.15967784029261),1,Connection Nodebus 1615,0.4,n,,True,0.95,1.05,False,91720
27,10.851417006337254,49.15840517648605,,POINT (10.851417006337254 49.15840517648605),1,Connection Nodebus 1323,0.4,n,,True,0.95,1.05,False,91720
28,10.851794057171036,49.15846751775624,,POINT (10.851794057171036 49.15846751775624),1,Connection Nodebus 1474,0.4,n,,True,0.95,1.05,False,91720
29,10.851693232010751,49.15868376015155,,POINT (10.851693232010751 49.15868376015155),1,Connection Nodebus 1289,0.4,n,,True,0.95,1.05,False,91720
30,10.851715781097464,49.15874071212456,,POINT (10.851715781097464 49.15874071212456),1,Connection Nodebus 2098,0.4,n,,True,0.95,1.05,False,91720
31,10.851349436347741,49.15819953948748,,POINT (10.851349436347741 49.15819953948748),1,Connection Nodebus 1484,0.4,n,,True,0.95,1.05,False,91720
32,10.851332961496004,49.15816250136441,,POINT (10.851332961496004 49.15816250136441),1,Connection Nodebus 1321,0.4,n,,True,0.95,1.05,False,91720
33,10.852031283121217,49.15840933091606,,POINT (10.852031283121217 49.15840933091606),1,Connection Nodebus 2096,0.4,n,,True,0.95,1.05,False,91720
34,10.852062556080236,49.15840166022919,,POINT (10.852062556080236 49.15840166022919),1,Connection Nodebus 1472,0.4,n,,True,0.95,1.05,False,91720
35,10.851754933007943,49.158839597330946,,POINT (10.851754933007943 49.158839597330946),1,Connection Nodebus 2094,0.4,n,,True,0.95,1.05,False,91720
36,10.852128328175478,49.1583855274967,,POINT (10.852128328175478 49.1583855274967),1,Connection Nodebus 1848,0.4,n,,True,0.95,1.05,False,91720
37,10.8517824425655,49.15890907742559,,POINT (10.8517824425655 49.15890907742559),1,Connection Nodebus 1676,0.4,n,,True,0.95,1.05,False,91720
38,10.8521873919231,49.158372223034895,,POINT (10.8521873919231 49.158372223034895),1,Connection Nodebus 1539,0.4,n,,True,0.95,1.05,False,91720
39,10.852233511908334,49.15836311994958,,POINT (10.852233511908334 49.15836311994958),1,Connection Nodebus 1317,0.4,n,,True,0.95,1.05,False,91720
40,10.851799011557237,49.1589509251493,,POINT (10.851799011557237 49.1589509251493),1,Connection Nodebus 1672,0.4,n,,True,0.95,1.05,False,91720
41,10.851294904635784,49.157971821315876,,POINT (10.851294904635784 49.157971821315876),1,Connection Nodebus 1482,0.4,n,,True,0.95,1.05,False,91720
42,10.849971561574081,49.160533444811165,,POINT (10.849971561574081 49.160533444811165),1,Connection Nodebus 1336,0.4,n,,True,0.95,1.05,False,91720
43,10.85182258709615,49.159010468934895,,POINT (10.85182258709615 49.159010468934895),1,Connection Nodebus 1697,0.4,n,,True,0.95,1.05,False,91720
44,10.851836787432507,49.159046334076976,,POINT (10.851836787432507 49.159046334076976),1,Connection Nodebus 570,0.4,n,,True,0.95,1.05,False,91720
45,10.85184214861228,49.1590598745499,,POINT (10.85184214861228 49.1590598745499),1,Connection Nodebus 1715,0.4,n,,True,0.95,1.05,False,91720
46,10.852414240875442,49.15832744775402,,POINT (10.852414240875442 49.15832744775402),1,Connection Nodebus 1319,0.4,n,,True,0.95,1.05,False,91720
47,10.851260860160266,49.15785663997607,,POINT (10.851260860160266 49.15785663997607),1,Connection Nodebus 1480,0.4,n,,True,0.95,1.05,False,91720
48,10.851869294024276,49.159128434285755,,POINT (10.851869294024276 49.159128434285755),1,Connection Nodebus 1291,0.4,n,,True,0.95,1.05,False,91720
49,10.85251750017239,49.15830639102886,,POINT (10.85251750017239 49.15830639102886),1,Connection Nodebus 1829,0.4,n,,True,0.95,1.05,False,91720
50,10.852622882327669,49.158266357638844,,POINT (10.852622882327669 49.158266357638844),1,Connection Nodebus 1449,0.4,n,,True,0.95,1.05,False,91720
51,10.85191215993218,49.15923669803838,,POINT (10.85191215993218 49.15923669803838),1,Connection Nodebus 2148,0.4,n,,True,0.95,1.05,False,91720
52,10.852680383427385,49.158244513606085,,POINT (10.852680383427385 49.158244513606085),1,Connection Nodebus 1476,0.4,n,,True,0.95,1.05,False,91720
53,10.851920338450324,49.15925735395491,,POINT (10.851920338450324 49.15925735395491),1,Connection Nodebus 1293,0.4,n,,True,0.95,1.05,False,91720
54,10.85080720988087,49.15878010942743,,POINT (10.85080720988087 49.15878010942743),1,Consumer Nodebus 5,0.4,n,SFH,True,0.95,1.05,True,91720
55,10.852485900054027,49.15893559344307,,POINT (10.852485900054027 49.15893559344307),1,Consumer Nodebus 569,0.4,n,SFH,True,0.95,1.05,True,91720
56,10.850013924426337,49.15922018706189,,POINT (10.850013924426337 49.15922018706189),1,Consumer Nodebus 1278,0.4,n,SFH,True,0.95,1.05,True,91720
57,10.850350445391827,49.15891157241989,,POINT (10.850350445391827 49.15891157241989),1,Consumer Nodebus 1280,0.4,n,SFH,True,0.95,1.05,True,91720
58,10.850615450023705,49.158904890078254,,POINT (10.850615450023705 49.158904890078254),1,Consumer Nodebus 1282,0.4,n,SFH,True,0.95,1.05,True,91720
59,10.851012741304256,49.15885555912306,,POINT (10.851012741304256 49.15885555912306),1,Consumer Nodebus 1284,0.4,n,SFH,True,0.95,1.05,True,91720
60,10.851330138949887,49.15873892724582,,POINT (10.851330138949887 49.15873892724582),1,Consumer Nodebus 1286,0.4,n,SFH,True,0.95,1.05,True,91720
61,10.851539344012641,49.15871001328487,,POINT (10.851539344012641 49.15871001328487),1,Consumer Nodebus 1288,0.4,n,SFH,True,0.95,1.05,True,91720
62,10.851645041228569,49.15916669152709,,POINT (10.851645041228569 49.15916669152709),1,Consumer Nodebus 1290,0.4,n,SFH,True,0.95,1.05,True,91720
63,10.851482780988816,49.159332000244184,,POINT (10.851482780988816 49.159332000244184),1,Consumer Nodebus 1292,0.4,n,SFH,True,0.95,1.05,True,91720
64,10.852267356983408,49.15844291078956,,POINT (10.852267356983408 49.15844291078956),1,Consumer Nodebus 1316,0.4,n,SFH,True,0.95,1.05,True,91720
65,10.852380650006069,49.158260040045185,,POINT (10.852380650006069 49.158260040045185),1,Consumer Nodebus 1318,0.4,n,SFH,True,0.95,1.05,True,91720
66,10.851571992358732,49.1581267905319,,POINT (10.851571992358732 49.1581267905319),1,Consumer Nodebus 1320,0.4,n,SFH,True,0.95,1.05,True,91720
67,10.851332249936855,49.158407140011406,,POINT (10.851332249936855 49.158407140011406),1,Consumer Nodebus 1322,0.4,n,SFH,True,0.95,1.05,True,91720
68,10.849415629165021,49.158678282843105,,POINT (10.849415629165021 49.158678282843105),1,Consumer Nodebus 1324,0.4,n,SFH,True,0.95,1.05,True,91720
69,10.849663567676782,49.15895596390774,,POINT (10.849663567676782 49.15895596390774),1,Consumer Nodebus 1326,0.4,n,SFH,True,0.95,1.05,True,91720
70,10.850115850001115,49.16049404004262,,POINT (10.850115850001115 49.16049404004262),1,Consumer Nodebus 1335,0.4,n,SFH,True,0.95,1.05,True,91720
71,10.852763837929345,49.15842682345753,,POINT (10.852763837929345 49.15842682345753),1,Consumer Nodebus 1448,0.4,n,SFH,True,0.95,1.05,True,91720
72,10.850002218591076,49.159742210878775,,POINT (10.850002218591076 49.159742210878775),1,Consumer Nodebus 1460,0.4,n,SFH,True,0.95,1.05,True,91720
73,10.8501959499052,49.15963127667759,,POINT (10.8501959499052 49.15963127667759),1,Consumer Nodebus 1462,0.4,n,SFH,True,0.95,1.05,True,91720
74,10.852112750021034,49.1584935933925,,POINT (10.852112750021034 49.1584935933925),1,Consumer Nodebus 1471,0.4,n,SFH,True,0.95,1.05,True,91720
75,10.851841200027284,49.158554093406366,,POINT (10.851841200027284 49.158554093406366),1,Consumer Nodebus 1473,0.4,n,SFH,True,0.95,1.05,True,91720
76,10.852619713916381,49.158176402360525,,POINT (10.852619713916381 49.158176402360525),1,Consumer Nodebus 1475,0.4,n,SFH,True,0.95,1.05,True,91720
77,10.851132757121668,49.15785416673178,,POINT (10.851132757121668 49.15785416673178),1,Consumer Nodebus 1479,0.4,n,SFH,True,0.95,1.05,True,91720
78,10.851017234190456,49.15797842351573,,POINT (10.851017234190456 49.15797842351573),1,Consumer Nodebus 1481,0.4,n,SFH,True,0.95,1.05,True,91720
79,10.851138099962157,49.158199293343586,,POINT (10.851138099962157 49.158199293343586),1,Consumer Nodebus 1483,0.4,n,SFH,True,0.95,1.05,True,91720
80,10.850733100031643,49.15854794339405,,POINT (10.850733100031643 49.15854794339405),1,Consumer Nodebus 1485,0.4,n,SFH,True,0.95,1.05,True,91720
81,10.850389849549629,49.15851730652994,,POINT (10.850389849549629 49.15851730652994),1,Consumer Nodebus 1487,0.4,n,SFH,True,0.95,1.05,True,91720
82,10.850450150000322,49.158604493364635,,POINT (10.850450150000322 49.158604493364635),1,Consumer Nodebus 1489,0.4,n,SFH,True,0.95,1.05,True,91720
83,10.846706099992325,49.158416593373325,,POINT (10.846706099992325 49.158416593373325),1,Consumer Nodebus 1490,0.4,n,SFH,True,0.95,1.05,True,91720
84,10.847978073290626,49.15935867433647,,POINT (10.847978073290626 49.15935867433647),1,Consumer Nodebus 1493,0.4,n,SFH,True,0.95,1.05,True,91720
85,10.85213589997747,49.158265740026046,,POINT (10.85213589997747 49.158265740026046),1,Consumer Nodebus 1538,0.4,n,SFH,True,0.95,1.05,True,91720
86,10.849534351432585,49.15949918385717,,POINT (10.849534351432585 49.15949918385717),1,Consumer Nodebus 1550,0.4,n,SFH,True,0.95,1.05,True,91720
87,10.849176284073668,49.15964885635726,,POINT (10.849176284073668 49.15964885635726),1,Consumer Nodebus 1614,0.4,n,SFH,True,0.95,1.05,True,91720
88,10.850030250676594,49.15892876717533,,POINT (10.850030250676594 49.15892876717533),1,Consumer Nodebus 1623,0.4,n,SFH,True,0.95,1.05,True,91720
89,10.85112545165234,49.15869829161256,,POINT (10.85112545165234 49.15869829161256),1,Consumer Nodebus 1647,0.4,n,SFH,True,0.95,1.05,True,91720
90,10.849618110541872,49.15864100036456,,POINT (10.849618110541872 49.15864100036456),1,Consumer Nodebus 1651,0.4,n,SFH,True,0.95,1.05,True,91720
91,10.849972111352336,49.15864468120726,,POINT (10.849972111352336 49.15864468120726),1,Consumer Nodebus 1655,0.4,n,SFH,True,0.95,1.05,True,91720
92,10.851603125624594,49.158984343058926,,POINT (10.851603125624594 49.158984343058926),1,Consumer Nodebus 1671,0.4,n,SFH,True,0.95,1.05,True,91720
93,10.851308590141388,49.15898991542168,,POINT (10.851308590141388 49.15898991542168),1,Consumer Nodebus 1675,0.4,n,SFH,True,0.95,1.05,True,91720
94,10.852104700035603,49.15896234011441,,POINT (10.852104700035603 49.15896234011441),1,Consumer Nodebus 1696,0.4,n,SFH,True,0.95,1.05,True,91720
95,10.851343598593086,49.15914492584914,,POINT (10.851343598593086 49.15914492584914),1,Consumer Nodebus 1714,0.4,n,SFH,True,0.95,1.05,True,91720
96,10.849254972744534,49.15905975940368,,POINT (10.849254972744534 49.15905975940368),1,Consumer Nodebus 1738,0.4,n,SFH,True,0.95,1.05,True,91720
97,10.852751829574453,49.15857271210117,,POINT (10.852751829574453 49.15857271210117),1,Consumer Nodebus 1828,0.4,n,SFH,True,0.95,1.05,True,91720
98,10.849235242591536,49.15928576328216,,POINT (10.849235242591536 49.15928576328216),1,Consumer Nodebus 1834,0.4,n,SFH,True,0.95,1.05,True,91720
99,10.851974950048392,49.15811994017233,,POINT (10.851974950048392 49.15811994017233),1,Consumer Nodebus 1847,0.4,n,SFH,True,0.95,1.05,True,91720
100,10.851033499829269,49.158387193261056,,POINT (10.851033499829269 49.158387193261056),1,Consumer Nodebus 1870,0.4,n,SFH,True,0.95,1.05,True,91720
101,10.852191265621993,49.15876515812074,,POINT (10.852191265621993 49.15876515812074),1,Consumer Nodebus 2093,0.4,n,TH,True,0.95,1.05,True,91720
102,10.852150346847377,49.158622214808105,,POINT (10.852150346847377 49.158622214808105),1,Consumer Nodebus 2095,0.4,n,TH,True,0.95,1.05,True,91720
103,10.851930160360418,49.15870413884236,,POINT (10.851930160360418 49.15870413884236),1,Consumer Nodebus 2097,0.4,n,TH,True,0.95,1.05,True,91720
104,10.852354847128318,49.159161174663936,,POINT (10.852354847128318 49.159161174663936),1,Consumer Nodebus 2147,0.4,n,MFH,True,0.95,1.05,True,91720
0,10.880085649999828,49.145436596672816,,POINT (10.880085649999828 49.145436596672816),2,LVbus 1,0.4,n,,True,0.95,1.05,False,91720
1,10.880085649999828,49.145586596672814,,POINT (10.880085649999828 49.145586596672814),2,MVbus 1,20.0,n,,True,0.95,1.05,False,91720
2,10.880085649999828,49.145436596672816,,POINT (10.880085649999828 49.145436596672816),2,Connection Nodebus 2246,0.4,n,,True,0.95,1.05,False,91720
3,10.88009340594582,49.145505380948606,,POINT (10.88009340594582 49.145505380948606),2,Connection Nodebus 2247,0.4,n,,True,0.95,1.05,False,91720
4,10.880410624288958,49.14520416930515,,POINT (10.880410624288958 49.14520416930515),2,Connection Nodebus 762,0.4,n,,True,0.95,1.05,False,91720
5,10.880372168868202,49.145122604887334,,POINT (10.880372168868202 49.145122604887334),2,Connection Nodebus 791,0.4,n,,True,0.95,1.05,False,91720
6,10.879372300000007,49.145603296672554,,POINT (10.879372300000007 49.145603296672554),2,Connection Nodebus 151,0.4,n,,True,0.95,1.05,False,91720
7,10.879875119822474,49.145180157580384,,POINT (10.879875119822474 49.145180157580384),2,Connection Nodebus 1022,0.4,n,,True,0.95,1.05,False,91720
8,10.880416403708013,49.14504864560447,,POINT (10.880416403708013 49.14504864560447),2,Connection Nodebus 2216,0.4,n,,True,0.95,1.05,False,91720
9,10.881103670436977,49.14552087463443,,POINT (10.881103670436977 49.14552087463443),2,Connection Nodebus 1646,0.4,n,,True,0.95,1.05,False,91720
10,10.880379485989504,49.14492570130316,,POINT (10.880379485989504 49.14492570130316),2,Connection Nodebus 2218,0.4,n,,True,0.95,1.05,False,91720
11,10.880380316504247,49.144903352080384,,POINT (10.880380316504247 49.144903352080384),2,Connection Nodebus 2018,0.4,n,,True,0.95,1.05,False,91720
12,10.880382962536096,49.144832147017354,,POINT (10.880382962536096 49.144832147017354),2,Connection Nodebus 2014,0.4,n,,True,0.95,1.05,False,91720
13,10.881341210174758,49.14551269573603,,POINT (10.881341210174758 49.14551269573603),2,Connection Nodebus 758,0.4,n,,True,0.95,1.05,False,91720
14,10.88038370211264,49.14481224488326,,POINT (10.88038370211264 49.14481224488326),2,Connection Nodebus 2010,0.4,n,,True,0.95,1.05,False,91720
15,10.880385418496957,49.14476605662653,,POINT (10.880385418496957 49.14476605662653),2,Connection Nodebus 787,0.4,n,,True,0.95,1.05,False,91720
16,10.881417499999996,49.14550489667253,,POINT (10.881417499999996 49.14550489667253),2,Connection Nodebus 537,0.4,n,,True,0.95,1.05,False,91720
17,10.880427372198234,49.14475348202812,,POINT (10.880427372198234 49.14475348202812),2,Connection Nodebus 780,0.4,n,,True,0.95,1.05,False,91720
18,10.880387213021494,49.14469191286232,,POINT (10.880387213021494 49.14469191286232),2,Connection Nodebus 2012,0.4,n,,True,0.95,1.05,False,91720
19,10.880344881181308,49.14457051285178,,POINT (10.880344881181308 49.14457051285178),2,Connection Nodebus 2020,0.4,n,,True,0.95,1.05,False,91720
20,10.880516791570898,49.144557232589406,,POINT (10.880516791570898 49.144557232589406),2,Connection Nodebus 1965,0.4,n,,True,0.95,1.05,False,91720
21,10.88055406234989,49.14454906733406,,POINT (10.88055406234989 49.14454906733406),2,Connection Nodebus 2024,0.4,n,,True,0.95,1.05,False,91720
22,10.880150015392148,49.144637340718305,,POINT (10.880150015392148 49.144637340718305),2,Connection Nodebus 1259,0.4,n,,True,0.95,1.05,False,91720
23,10.880129865739123,49.14464234751437,,POINT (10.880129865739123 49.14464234751437),2,Connection Nodebus 783,0.4,n,,True,0.95,1.05,False,91720
24,10.880616902580314,49.144535300307574,,POINT (10.880616902580314 49.144535300307574),2,Connection Nodebus 2022,0.4,n,,True,0.95,1.05,False,91720
25,10.880619430406275,49.144510364905024,,POINT (10.880619430406275 49.144510364905024),2,Connection Nodebus 2008,0.4,n,,True,0.95,1.05,False,91720
26,10.880017529113166,49.14467026089148,,POINT (10.880017529113166 49.14467026089148),2,Connection Nodebus 785,0.4,n,,True,0.95,1.05,False,91720
27,10.879923470617044,49.14469363241251,,POINT (10.879923470617044 49.14469363241251),2,Connection Nodebus 776,0.4,n,,True,0.95,1.05,False,91720
28,10.880823745797631,49.14446560317892,,POINT (10.880823745797631 49.14446560317892),2,Connection Nodebus 2006,0.4,n,,True,0.95,1.05,False,91720
29,10.880887611687749,49.144451611249714,,POINT (10.880887611687749 49.144451611249714),2,Connection Nodebus 2016,0.4,n,,True,0.95,1.05,False,91720
30,10.881023756568666,49.144446165770105,,POINT (10.881023756568666 49.144446165770105),2,Connection Nodebus 766,0.4,n,,True,0.95,1.05,False,91720
31,10.881005633749869,49.14442575450863,,POINT (10.881005633749869 49.14442575450863),2,Connection Nodebus 772,0.4,n,,True,0.95,1.05,False,91720
32,10.879653473663986,49.14476072030893,,POINT (10.879653473663986 49.14476072030893),2,Connection Nodebus 1684,0.4,n,,True,0.95,1.05,False,91720
33,10.88112834012983,49.14442325306469,,POINT (10.88112834012983 49.14442325306469),2,Connection Nodebus 768,0.4,n,,True,0.95,1.05,False,91720
34,10.87940925708611,49.14482140167069,,POINT (10.87940925708611 49.14482140167069),2,Connection Nodebus 778,0.4,n,,True,0.95,1.05,False,91720
35,10.881351282818319,49.14439586694747,,POINT (10.881351282818319 49.14439586694747),2,Connection Nodebus 760,0.4,n,,True,0.95,1.05,False,91720
36,10.879368983992567,49.14483140840404,,POINT (10.879368983992567 49.14483140840404),2,Connection Nodebus 1727,0.4,n,,True,0.95,1.05,False,91720
37,10.878652848768198,49.14632762442198,,POINT (10.878652848768198 49.14632762442198),2,Connection Nodebus 1005,0.4,n,,True,0.95,1.05,False,91720
38,10.879198895595222,49.14487367039227,,POINT (10.879198895595222 49.14487367039227),2,Connection Nodebus 1904,0.4,n,,True,0.95,1.05,False,91720
39,10.881576764410752,49.14441921459508,,POINT (10.881576764410752 49.14441921459508),2,Connection Nodebus 774,0.4,n,,True,0.95,1.05,False,91720
40,10.879101762436354,49.144897804990876,,POINT (10.879101762436354 49.144897804990876),2,Connection Nodebus 1837,0.4,n,,True,0.95,1.05,False,91720
41,10.879088467676349,49.1449011083209,,POINT (10.879088467676349 49.1449011083209),2,Connection Nodebus 1020,0.4,n,,True,0.95,1.05,False,91720
42,10.881301840991831,49.144239656811166,,POINT (10.881301840991831 49.144239656811166),2,Connection Nodebus 2178,0.4,n,,True,0.95,1.05,False,91720
43,10.881659442438824,49.14445198706965,,POINT (10.881659442438824 49.14445198706965),2,Connection Nodebus 770,0.4,n,,True,0.95,1.05,False,91720
44,10.87900132396895,49.14492276074349,,POINT (10.87900132396895 49.14492276074349),2,Connection Nodebus 1902,0.4,n,,True,0.95,1.05,False,91720
45,10.878862520734058,49.14495724872631,,POINT (10.878862520734058 49.14495724872631),2,Connection Nodebus 1027,0.4,n,,True,0.95,1.05,False,91720
46,10.878840965881185,49.144962604369894,,POINT (10.878840965881185 49.144962604369894),2,Connection Nodebus 1745,0.4,n,,True,0.95,1.05,False,91720
47,10.88106121462934,49.14412156220207,,POINT (10.88106121462934 49.14412156220207),2,Connection Nodebus 753,0.4,n,,True,0.95,1.05,False,91720
48,10.8816753504621,49.144104193904866,,POINT (10.8816753504621 49.144104193904866),2,Connection Nodebus 2233,0.4,n,,True,0.95,1.05,False,91720
49,10.881973274092715,49.144608589727795,,POINT (10.881973274092715 49.144608589727795),2,Connection Nodebus 764,0.4,n,,True,0.95,1.05,False,91720
50,10.878672400937091,49.14499844324057,,POINT (10.878672400937091 49.14499844324057),2,Connection Nodebus 1797,0.4,n,,True,0.95,1.05,False,91720
51,10.880910678505833,49.14408133133183,,POINT (10.880910678505833 49.14408133133183),2,Connection Nodebus 728,0.4,n,,True,0.95,1.05,False,91720
52,10.880897379711756,49.14408144094968,,POINT (10.880897379711756 49.14408144094968),2,Connection Nodebus 2180,0.4,n,,True,0.95,1.05,False,91720
53,10.8817150831383,49.14401858620513,,POINT (10.8817150831383 49.14401858620513),2,Connection Nodebus 751,0.4,n,,True,0.95,1.05,False,91720
54,10.881729487529793,49.14398755054392,,POINT (10.881729487529793 49.14398755054392),2,Connection Nodebus 724,0.4,n,,True,0.95,1.05,False,91720
55,10.87845351800746,49.14502881920592,,POINT (10.87845351800746 49.14502881920592),2,Connection Nodebus 1025,0.4,n,,True,0.95,1.05,False,91720
56,10.881763298004289,49.14391470243034,,POINT (10.881763298004289 49.14391470243034),2,Connection Nodebus 738,0.4,n,,True,0.95,1.05,False,91720
57,10.882176296322156,49.144733992159715,,POINT (10.882176296322156 49.144733992159715),2,Connection Nodebus 1939,0.4,n,,True,0.95,1.05,False,91720
58,10.878337021405311,49.14504498609157,,POINT (10.878337021405311 49.14504498609157),2,Connection Nodebus 1747,0.4,n,,True,0.95,1.05,False,91720
59,10.880551858693122,49.143980681985646,,POINT (10.880551858693122 49.143980681985646),2,Connection Nodebus 789,0.4,n,,True,0.95,1.05,False,91720
