t,0,1
1,3.5,0
2,3.5,0
3,3.5,0
4,3.67,0
5,3.67,0
6,3.66,0
7,3.65,0
8,3.65,0
9,3.65,0
10,3.66,0
11,3.67,0
12,3.67,0
13,3.67,0
14,3.66,0
15,3.63,0
16,3.6,0
17,3.57,0
18,3.55,0
19,3.52,0
20,3.5,0
21,3.48,0
22,3.45,0
23,3.43,0
24,3.4,0
25,3.39,0
26,3.37,0
27,3.36,0
28,3.35,0
29,3.34,0
30,3.34,0
31,2.859570099,0
32,3.32,0
33,3.33,0
34,3.35,0
35,3.38,0
36,3.39,0
37,3.4,0
38,3.38,0
39,3.34,0
40,3.28,0
41,3.23,0
42,3.19,0
43,3.16,0
44,3.13,0
45,3.11,0
46,3.07,0
47,3.05,0
48,3.03,0
49,3.02,0
50,3.01,0
51,3,0
52,2.99,0
53,2.99,0
54,2.99,0
55,2.99,0
56,3.01,0
57,3.06,0
58,3.13,0
59,3.19,0
60,3.23,0
61,3.25,0
62,3.25,0
63,3.23,0
64,2.72764853,0
65,3.18,0
66,3.16,0
67,3.14,0
68,3.12,0
69,3.11,0
70,3.09,0
71,3.09,0
72,3.08,0
73,3.07,0
74,3.08,0
75,3.08,0
76,3.09,0
77,3.11,0
78,2.735306681,0
79,3.12,0
80,3.14,0
81,3.18,0
82,3.23,0
83,3.26,0
84,3.29,0
85,3.3,0
86,3.31,0
87,3.31,0
88,3.31,0
89,3.31,0
90,3.32,0
91,3.33,0
92,3.34,0
93,3.35,0
94,3.36,0
95,3.37,0
96,3.37,0
97,3.38,0
98,3.39,0
99,3.4,0
100,3.41,0
101,3.42,0
102,3.43,0
103,3.44,0
104,3.45,0
105,3.46,0
106,3.48,0
107,3.51,0
108,3.53,0
109,3.54,0
110,3.54,0
111,3.54,0
112,3.54,0
113,3.54,0
114,3.53,0
115,3.52,0
116,3.52,0
117,3.5,0
118,3.49,0
119,3.47,0
120,3.46,0
121,3.45,0
122,3.43,0
123,3.43,0
124,3.42,0
125,3.42,0
126,3.41,0
127,3.4,0
128,3.4,0
129,3.42,0
130,3.43,0
131,2.903562176,0
132,3.47,0
133,3.48,0
134,3.48,0
135,3.47,0
136,3.46,0
137,3.45,0
138,3.44,0
139,3.44,0
140,3.44,0
141,3.43,0
142,3.43,0
143,3.42,0
144,3.41,0
145,3.41,0
146,3.4,0
147,3.4,0
148,3.39,0
149,3.39,0
150,3.39,0
151,3.4,0
152,3.4,0
153,3.42,0
154,3.44,0
155,2.831548242,0
156,3.48,0
157,3.5,0
158,3.5,0
159,3.5,0
160,3.49,0
161,3.49,0
162,3.49,0
163,3.49,0
164,3.49,0
165,3.49,0
166,3.5,0
167,3.5,0
168,3.5,0
169,3.5,0
170,3.49,0
171,3.49,0
172,3.5,0
173,3.5,0
174,3.5,0
175,3.5,0
176,3.5,0
177,3.52,0
178,3.54,0
179,3.56,0
180,3.57,0
181,3.57,0
182,3.55,0
183,3.54,0
184,3.51,0
185,3.49,0
186,3.47,0
187,3.45,0
188,3.43,0
189,3.42,0
190,3.39,0
191,3.37,0
192,3.36,0
193,3.34,0
194,3.32,0
195,3.31,0
196,3.29,0
197,3.28,0
198,3.26,0
199,3.25,0
200,3.24,0
201,3.25,0
202,3.28,0
203,3.29,0
204,3.3,0
205,3.3,0
206,3.28,0
207,3.27,0
208,3.25,0
209,3.23,0
210,2.694964413,0
211,3.21,0
212,3.2,0
213,3.19,0
214,3.18,0
215,3.18,0
216,3.16,0
217,3.16,0
218,3.14,0
219,3.14,0
220,3.13,0
221,3.13,0
222,3.12,0
223,3.11,0
224,3.11,0
225,3.13,0
226,3.15,0
227,2.634394427,0
228,3.19,0
229,3.2,0
230,3.19,0
231,3.18,0
232,3.15,0
233,3.13,0
234,3.12,0
235,3.1,0
236,3.09,0
237,3.08,0
238,3.07,0
239,3.06,0
240,3.04,0
241,3.04,0
242,3.04,0
243,3.04,0
244,3.05,0
245,3.06,0
246,3.06,0
247,3.07,0
248,3.09,0
249,3.12,0
250,3.16,0
251,3.2,0
252,3.23,0
253,3.26,0
254,3.28,0
255,3.29,0
256,3.3,0
257,3.31,0
258,3.32,0
259,3.33,0
260,3.34,0
261,3.35,0
262,3.35,0
263,3.36,0
264,3.36,0
265,3.37,0
266,3.38,0
267,3.38,0
268,3.39,0
269,3.4,0
270,3.4,0
271,3.4,0
272,3.41,0
273,3.42,0
274,3.43,0
275,3.45,0
276,3.46,0
277,3.47,0
278,3.48,0
279,3.48,0
280,3.48,0
281,3.49,0
282,3.49,0
283,3.49,0
284,2.955391539,0
285,3.48,0
286,3.48,0
287,3.49,0
288,3.49,0
289,3.5,0
290,3.5,0
291,3.51,0
292,3.53,0
293,3.54,0
294,3.55,0
295,3.56,0
296,3.58,0
297,3.6,0
298,3.62,0
299,3.63,0
300,3.64,0
301,3.65,0
302,3.67,0
303,3.7,0
304,3.72,0
305,3.73,0
306,3.73,0
307,3.72,0
